,name,date,platform,score,url,ratings,userscore
395,In Other Waters,"April 3, 2020",Switch,78,/game/switch/in-other-waters,19,6.6
396,Root Double: Before Crime * After Days - Xtend Edition,"November 26, 2020",Switch,78,/game/switch/root-double-before-crime-after-days---xtend-edition,0,tbd
397,Musynx,"June 19, 2018",Switch,78,/game/switch/musynx,13,8.0
398,Blaster Master Zero,"March 9, 2017",Switch,78,/game/switch/blaster-master-zero,130,7.7
399,Full Metal Furies,"November 6, 2018",Switch,78,/game/switch/full-metal-furies,11,7.9
400,Burnout Paradise Remastered,"June 19, 2020",Switch,78,/game/switch/burnout-paradise-remastered,57,7.9
401,Resident Evil: Revelations Collection,"November 28, 2017",Switch,78,/game/switch/resident-evil-revelations-collection,63,8.3
402,CastleStorm,"August 16, 2018",Switch,78,/game/switch/castlestorm,6,8.2
403,Forager,"July 30, 2019",Switch,78,/game/switch/forager,22,7.0
404,Not Tonight: Take Back Control Edition,"January 31, 2020",Switch,78,/game/switch/not-tonight-take-back-control-edition,36,6.0
405,Capcom Beat 'Em Up Bundle,"September 18, 2018",Switch,78,/game/switch/capcom-beat-em-up-bundle,28,7.8
406,Rain on Your Parade,"April 15, 2021",Switch,78,/game/switch/rain-on-your-parade,0,tbd
407,Curse of the Dead Gods,"February 23, 2021",Switch,78,/game/switch/curse-of-the-dead-gods,8,7.9
408,Murder by Numbers,"March 5, 2020",Switch,78,/game/switch/murder-by-numbers,28,7.3
409,Dragon's Dogma: Dark Arisen,"April 23, 2019",Switch,78,/game/switch/dragons-dogma-dark-arisen,104,8.3
410,My Friend Pedro,"June 20, 2019",Switch,78,/game/switch/my-friend-pedro,108,7.8
411,Taiko no Tatsujin: Drum 'n' Fun!,"November 2, 2018",Switch,78,/game/switch/taiko-no-tatsujin-drum-n-fun!,40,8.4
412,Shinsekai: Into the Depths,"March 26, 2020",Switch,78,/game/switch/shinsekai-into-the-depths,31,7.9
413,Sega Ages: Shinobi,"January 23, 2020",Switch,78,/game/switch/sega-ages-shinobi,11,7.7
414,Cosmic Star Heroine,"August 14, 2018",Switch,78,/game/switch/cosmic-star-heroine,27,7.4
415,Puzzle Quest: The Legend Returns,"September 19, 2019",Switch,78,/game/switch/puzzle-quest-the-legend-returns,23,7.5
416,Resident Evil: Revelations,"November 28, 2017",Switch,78,/game/switch/resident-evil-revelations,157,8.1
417,Lost Words: Beyond the Page,"April 6, 2021",Switch,78,/game/switch/lost-words-beyond-the-page,0,tbd
418,DARQ: Complete Edition,"March 18, 2021",Switch,78,/game/switch/darq-complete-edition,0,tbd
419,Nelly Cootalot: The Fowl Fleet,"July 11, 2019",Switch,78,/game/switch/nelly-cootalot-the-fowl-fleet,4,8.0
420,LEGO City Undercover,"April 4, 2017",Switch,78,/game/switch/lego-city-undercover,145,7.8
421,Pixeljunk Eden 2,"December 10, 2020",Switch,78,/game/switch/pixeljunk-eden-2,17,7.9
422,Never Give Up,"August 13, 2019",Switch,78,/game/switch/never-give-up,13,8.0
423,ATOMIK: RunGunJumpGun,"February 8, 2018",Switch,78,/game/switch/atomik-rungunjumpgun,6,8.0
424,The Legend of Zelda: Breath of the Wild - The Master Trials,"June 30, 2017",Switch,78,/game/switch/the-legend-of-zelda-breath-of-the-wild---the-master-trials,309,7.7
425,Wingspan,"December 29, 2020",Switch,78,/game/switch/wingspan,5,8.4
426,Death Squared,"July 13, 2017",Switch,78,/game/switch/death-squared,35,7.7
427,Dandy Dungeon: Legend of Brave Yamada,"June 27, 2019",Switch,78,/game/switch/dandy-dungeon-legend-of-brave-yamada,13,8.2
428,Good Job!,"March 26, 2020",Switch,78,/game/switch/good-job!,39,7.6
429,Trials Rising,"February 26, 2019",Switch,78,/game/switch/trials-rising,46,7.7
430,SNK 40th Anniversary Collection,"November 13, 2018",Switch,78,/game/switch/snk-40th-anniversary-collection,23,7.7
431,Hyrule Warriors: Definitive Edition,"May 18, 2018",Switch,78,/game/switch/hyrule-warriors-definitive-edition,209,7.9
432,Crash Bandicoot N. Sane Trilogy,"June 29, 2018",Switch,78,/game/switch/crash-bandicoot-n-sane-trilogy,323,8.2
433,EVERSPACE: Stellar Edition,"December 11, 2018",Switch,78,/game/switch/everspace-stellar-edition,19,8.4
434,PHOGS!,"December 3, 2020",Switch,78,/game/switch/phogs!,0,tbd
435,Inmost,"August 21, 2020",Switch,78,/game/switch/inmost,25,7.8
436,Depixtion,"February 28, 2020",Switch,78,/game/switch/depixtion,12,7.8
437,Graceful Explosion Machine,"April 6, 2017",Switch,77,/game/switch/graceful-explosion-machine,84,7.9
438,Story of Seasons: Friends of Mineral Town,"July 14, 2020",Switch,77,/game/switch/story-of-seasons-friends-of-mineral-town,55,8.3
439,Tiny Barbarian DX,"October 10, 2017",Switch,77,/game/switch/tiny-barbarian-dx,21,7.7
440,Olija,"January 28, 2021",Switch,77,/game/switch/olija,4,8.0
441,Pawarumi,"July 24, 2019",Switch,77,/game/switch/pawarumi,10,7.7
442,moon,"August 27, 2020",Switch,77,/game/switch/moon,18,7.9
443,Nintendo Labo: Toycon 01 Variety Kit,"April 20, 2018",Switch,77,/game/switch/nintendo-labo-toycon-01-variety-kit,208,6.9
444,1979 Revolution: Black Friday,"August 2, 2018",Switch,77,/game/switch/1979-revolution-black-friday,14,7.1
445,Cat Quest II,"October 24, 2019",Switch,77,/game/switch/cat-quest-ii,33,8.2
446,Flashback,"June 17, 2018",Switch,77,/game/switch/flashback,25,7.8
447,Pinstripe,"October 25, 2018",Switch,77,/game/switch/pinstripe,11,8.0
448,Blasphemous,"September 10, 2019",Switch,77,/game/switch/blasphemous,143,8.0
449,XCOM 2 Collection,"May 29, 2020",Switch,77,/game/switch/xcom-2-collection,37,6.5
450,Bomb Chicken,"July 12, 2018",Switch,77,/game/switch/bomb-chicken,29,8.1
451,The Adventure Pals,"April 3, 2018",Switch,77,/game/switch/the-adventure-pals,28,7.7
452,Ittle Dew 2+,"November 14, 2017",Switch,77,/game/switch/ittle-dew-2+,31,7.7
453,Super Crush K.O.,"January 16, 2020",Switch,77,/game/switch/super-crush-ko,12,7.9
454,Darksiders II: Deathinitive Edition,"September 26, 2019",Switch,77,/game/switch/darksiders-ii-deathinitive-edition,21,7.9
455,The Turing Test,"February 7, 2020",Switch,77,/game/switch/the-turing-test,16,5.7
456,Lumo,"November 14, 2017",Switch,77,/game/switch/lumo,13,7.6
457,ARMS,"June 16, 2017",Switch,77,/game/switch/arms,805,7.1
458,ITTA,"April 22, 2020",Switch,77,/game/switch/itta,7,7.7
459,20XX,"July 10, 2018",Switch,77,/game/switch/20xx,14,7.7
460,Heaven's Vault,"January 28, 2021",Switch,77,/game/switch/heavens-vault,0,tbd
461,Pure Pool,"November 17, 2020",Switch,77,/game/switch/pure-pool,0,tbd
462,Touhou Spell Bubble,"October 29, 2020",Switch,77,/game/switch/touhou-spell-bubble,0,tbd
463,Oddworld: Abe's Oddysee - New 'n' Tasty,"October 27, 2020",Switch,77,/game/switch/oddworld-abes-oddysee---new-n-tasty,16,7.6
464,Ion Fury,"May 14, 2020",Switch,77,/game/switch/ion-fury,15,7.3
465,My Memory of Us,"January 24, 2019",Switch,77,/game/switch/my-memory-of-us,17,7.6
466,Outlast: Bundle of Terror,"February 27, 2018",Switch,77,/game/switch/outlast-bundle-of-terror,38,8.0
467,Human Resource Machine,"March 16, 2017",Switch,77,/game/switch/human-resource-machine,49,7.6
468,DOOM 64,"March 20, 2020",Switch,77,/game/switch/doom-64,60,8.0
469,Panzer Paladin,"July 21, 2020",Switch,77,/game/switch/panzer-paladin,5,7.4
470,Valiant Hearts: The Great War,"November 8, 2018",Switch,77,/game/switch/valiant-hearts-the-great-war,27,8.3
471,Northgard,"September 26, 2019",Switch,77,/game/switch/northgard,13,8.1
472,Mega Man Legacy Collection 2,"May 22, 2018",Switch,77,/game/switch/mega-man-legacy-collection-2,61,8.2
473,Overcooked!: Special Edition,"July 27, 2017",Switch,77,/game/switch/overcooked!-special-edition,114,7.9
474,The World Ends with You: Final Remix,"October 12, 2018",Switch,77,/game/switch/the-world-ends-with-you-final-remix,99,7.1
475,Moving Out,"April 28, 2020",Switch,77,/game/switch/moving-out,26,7.1
476,Rogue Heroes: Ruins of Tasos,"February 23, 2021",Switch,77,/game/switch/rogue-heroes-ruins-of-tasos,15,8.3
477,The Book of Unwritten Tales 2,"February 5, 2019",Switch,77,/game/switch/the-book-of-unwritten-tales-2,7,7.9
478,Football Manager Touch 2018,"April 13, 2018",Switch,77,/game/switch/football-manager-touch-2018,18,7.1
479,Mantis Burn Racing,"November 23, 2017",Switch,77,/game/switch/mantis-burn-racing,35,7.9
480,Tiny Metal: Full Metal Rumble,"July 11, 2019",Switch,77,/game/switch/tiny-metal-full-metal-rumble,19,7.6
481,Darksiders: Warmastered Edition,"April 2, 2019",Switch,77,/game/switch/darksiders-warmastered-edition,44,7.5
482,Astrologaster,"February 18, 2021",Switch,77,/game/switch/astrologaster,0,tbd
483,Do Not Feed the Monkeys,"June 1, 2020",Switch,77,/game/switch/do-not-feed-the-monkeys,0,tbd
484,New Super Lucky's Tale,"November 8, 2019",Switch,76,/game/switch/new-super-luckys-tale,103,7.7
485,Disgaea 1 Complete,"October 9, 2018",Switch,76,/game/switch/disgaea-1-complete,36,7.8
486,Carrion,"July 23, 2020",Switch,76,/game/switch/carrion,27,8.0
487,Journey of the Broken Circle,"September 18, 2020",Switch,76,/game/switch/journey-of-the-broken-circle,11,7.2
488,The Long Dark,"September 17, 2020",Switch,76,/game/switch/the-long-dark,6,6.7
489,For the King,"May 9, 2019",Switch,76,/game/switch/for-the-king,24,6.3
490,inbento,"March 12, 2020",Switch,76,/game/switch/inbento,6,8.3
491,Wizard of Legend,"May 15, 2018",Switch,76,/game/switch/wizard-of-legend,72,7.7
492,Bravely Default II,"February 26, 2021",Switch,76,/game/switch/bravely-default-ii,233,8.1
493,Hob: The Definitive Edition,"April 3, 2019",Switch,76,/game/switch/hob-the-definitive-edition,31,7.4
494,She Remembered Caterpillars,"March 28, 2019",Switch,76,/game/switch/she-remembered-caterpillars,12,7.7
495,Last Day of June,"March 16, 2018",Switch,76,/game/switch/last-day-of-june,18,7.7
496,Hero-U: Rogue to Redemption,"February 9, 2021",Switch,76,/game/switch/hero-u-rogue-to-redemption,0,tbd
497,Creature in the Well,"September 6, 2019",Switch,76,/game/switch/creature-in-the-well,24,7.5
498,Brigandine: The Legend of Runersia,"June 25, 2020",Switch,76,/game/switch/brigandine-the-legend-of-runersia,56,8.3
499,Super Chariot,"May 10, 2018",Switch,76,/game/switch/super-chariot,14,7.8
500,Friday the 13th: Killer Puzzle,"October 25, 2018",Switch,76,/game/switch/friday-the-13th-killer-puzzle,10,7.2
501,Pac-Man 99,"April 7, 2021",Switch,76,/game/switch/pac-man-99,21,8.4
502,TENS!,"November 5, 2020",Switch,76,/game/switch/tens!,0,tbd
503,Old School Musical,"September 13, 2018",Switch,76,/game/switch/old-school-musical,10,7.7
504,Masters of Anima,"April 10, 2018",Switch,76,/game/switch/masters-of-anima,17,6.8
505,Syberia,"October 20, 2017",Switch,76,/game/switch/syberia,35,7.3
506,Piczle Lines DX,"August 24, 2017",Switch,76,/game/switch/piczle-lines-dx,15,7.6
507,ACA NeoGeo: Metal Slug 3,"March 9, 2017",Switch,76,/game/switch/aca-neogeo-metal-slug-3,35,7.7
508,Super Mario Party,"October 5, 2018",Switch,76,/game/switch/super-mario-party,533,7.1
509,Sushi Striker: The Way of Sushido,"June 8, 2018",Switch,76,/game/switch/sushi-striker-the-way-of-sushido,64,7.8
510,Fantasy Strike,"July 25, 2019",Switch,76,/game/switch/fantasy-strike,38,7.7
511,SuperEpic: The Entertainment War,"December 12, 2019",Switch,76,/game/switch/superepic-the-entertainment-war,13,7.6
512,Sundered: Eldritch Edition,"December 21, 2018",Switch,76,/game/switch/sundered-eldritch-edition,23,7.4
513,Final Fantasy IX,"February 13, 2019",Switch,76,/game/switch/final-fantasy-ix,84,7.4
514,Bombslinger,"April 11, 2018",Switch,76,/game/switch/bombslinger,13,7.1
515,Mighty Gunvolt Burst,"June 15, 2017",Switch,76,/game/switch/mighty-gunvolt-burst,53,7.6
516,Fury Unleashed,"May 8, 2020",Switch,76,/game/switch/fury-unleashed,13,7.5
517,Embers of Mirrim,"December 7, 2017",Switch,76,/game/switch/embers-of-mirrim,10,7.6
518,Pikuniku,"January 24, 2019",Switch,76,/game/switch/pikuniku,46,7.5
519,Wasteland 2: Director's Cut,"September 13, 2018",Switch,76,/game/switch/wasteland-2-directors-cut,15,7.5
520,One Piece: Pirate Warriors 3 - Deluxe Edition,"May 10, 2018",Switch,76,/game/switch/one-piece-pirate-warriors-3---deluxe-edition,31,8.2
521,Planet Alpha,"September 4, 2018",Switch,76,/game/switch/planet-alpha,21,7.6
522,Pode,"June 21, 2018",Switch,76,/game/switch/pode,23,7.4
523,The Swords of Ditto: Mormo's Curse,"May 2, 2019",Switch,76,/game/switch/the-swords-of-ditto-mormos-curse,26,6.9
524,Digimon Story Cyber Sleuth: Complete Edition,"October 18, 2019",Switch,76,/game/switch/digimon-story-cyber-sleuth-complete-edition,149,5.1
525,Wulverblade,"October 12, 2017",Switch,76,/game/switch/wulverblade,40,7.5
526,Darius Cozmic Collection: Arcade,"June 16, 2020",Switch,76,/game/switch/darius-cozmic-collection-arcade,0,tbd
527,Langrisser I & II,"March 10, 2020",Switch,76,/game/switch/langrisser-i-ii,21,7.5
528,The Jackbox Party Pack 7,"October 15, 2020",Switch,76,/game/switch/the-jackbox-party-pack-7,6,7.5
529,A Hat in Time,"October 18, 2019",Switch,76,/game/switch/a-hat-in-time,45,8.1
530,Amnesia Collection,"September 12, 2019",Switch,76,/game/switch/amnesia-collection,11,7.5
531,LEGO Marvel Super Heroes 2,"November 14, 2017",Switch,76,/game/switch/lego-marvel-super-heroes-2,64,7.1
532,Floor Kids,"December 7, 2017",Switch,76,/game/switch/floor-kids,21,7.6
533,Battle Brothers,"March 11, 2021",Switch,75,/game/switch/battle-brothers,5,8.0
534,Unruly Heroes,"January 23, 2019",Switch,75,/game/switch/unruly-heroes,38,7.6
535,Mary Skelter 2,"February 7, 2019",Switch,75,/game/switch/mary-skelter-2,23,8.0
536,SteamWorld Dig: A Fistful of Dirt,"February 1, 2018",Switch,75,/game/switch/steamworld-dig-a-fistful-of-dirt,72,7.7
537,Silence,"April 10, 2019",Switch,75,/game/switch/silence,13,7.2
538,Dragon Ball: Xenoverse 2,"September 22, 2017",Switch,75,/game/switch/dragon-ball-xenoverse-2,145,7.6
539,Sparklite,"November 14, 2019",Switch,75,/game/switch/sparklite,12,7.5
540,Mario Tennis Aces,"June 22, 2018",Switch,75,/game/switch/mario-tennis-aces,533,7.1
541,LEGO DC Super-Villains,"October 16, 2018",Switch,75,/game/switch/lego-dc-super-villains,25,7.5
542,Samurai Shodown,"February 25, 2020",Switch,75,/game/switch/samurai-shodown,27,7.4
543,Rock of Ages 2: Bigger & Boulder,"May 14, 2019",Switch,75,/game/switch/rock-of-ages-2-bigger-boulder,10,7.9
544,Observer,"February 7, 2019",Switch,75,/game/switch/observer,29,7.6
545,The Mummy Demastered,"October 24, 2017",Switch,75,/game/switch/the-mummy-demastered,32,7.4
546,Sam & Max Save the World Remastered,"December 2, 2020",Switch,75,/game/switch/sam-max-save-the-world-remastered,13,3.8
547,Manifold Garden,"August 18, 2020",Switch,75,/game/switch/manifold-garden,7,7.4
548,Bomber Crew,"July 10, 2018",Switch,75,/game/switch/bomber-crew,14,7.9
549,Cattails,"November 29, 2018",Switch,75,/game/switch/cattails,15,7.6
550,Figment,"June 28, 2018",Switch,75,/game/switch/figment,18,7.7
551,Blade Strangers,"August 28, 2018",Switch,75,/game/switch/blade-strangers,18,7.9
552,Yooka-Laylee,"December 14, 2017",Switch,75,/game/switch/yooka-laylee,147,7.3
553,Mario Kart Live: Home Circuit,"October 16, 2020",Switch,75,/game/switch/mario-kart-live-home-circuit,53,7.4
554,Pokemon Sword / Shield: The Crown Tundra,"October 22, 2020",Switch,75,/game/switch/pokemon-sword-shield-the-crown-tundra,166,7.3
555,Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,"December 2, 2020",Switch,75,/game/switch/shiren-the-wanderer-the-tower-of-fortune-and-the-dice-of-fate,5,7.4
556,Cake Bash,"November 19, 2020",Switch,75,/game/switch/cake-bash,0,tbd
557,Superliminal,"July 7, 2020",Switch,75,/game/switch/superliminal,749,9.6
558,Death Come True,"June 24, 2020",Switch,75,/game/switch/death-come-true,13,4.1
559,Arcade Spirits,"May 1, 2020",Switch,75,/game/switch/arcade-spirits,0,tbd
560,Candleman,"October 3, 2019",Switch,75,/game/switch/candleman,4,7.5
561,Headliner: NoviNews,"September 5, 2019",Switch,75,/game/switch/headliner-novinews,9,7.6
562,We. The Revolution,"June 25, 2019",Switch,75,/game/switch/we-the-revolution,10,7.4
563,X-Morph: Defense,"February 21, 2019",Switch,75,/game/switch/x-morph-defense,16,7.9
564,City of Brass,"February 8, 2019",Switch,75,/game/switch/city-of-brass,15,6.5
565,Labyrinth of Refrain: Coven of Dusk,"September 18, 2018",Switch,75,/game/switch/labyrinth-of-refrain-coven-of-dusk,31,7.7
566,Bulb Boy,"July 6, 2017",Switch,75,/game/switch/bulb-boy,45,7.3
567,ToeJam & Earl: Back in the Groove!,"February 15, 2019",Switch,75,/game/switch/toejam-earl-back-in-the-groove!,87,5.9
568,Willy Jetman: Astromonkey's Revenge,"January 31, 2020",Switch,75,/game/switch/willy-jetman-astromonkeys-revenge,11,7.5
569,Fire Emblem: Three Houses - Side Story: Cindered Shadows,"February 13, 2020",Switch,75,/game/switch/fire-emblem-three-houses---side-story-cindered-shadows,37,7.6
570,I Am Setsuna,"March 3, 2017",Switch,75,/game/switch/i-am-setsuna,144,7.5
571,Bloodroots,"February 28, 2020",Switch,75,/game/switch/bloodroots,19,7.4
572,Another World,"July 9, 2018",Switch,75,/game/switch/another-world,16,7.8
573,Nidhogg 2,"November 22, 2018",Switch,75,/game/switch/nidhogg-2,10,7.9
574,Neo Cab,"October 3, 2019",Switch,75,/game/switch/neo-cab,21,7.0
575,Ghosts 'n Goblins Resurrection,"February 25, 2021",Switch,75,/game/switch/ghosts-n-goblins-resurrection,70,6.9
576,Shovel Knight Showdown,"December 10, 2019",Switch,75,/game/switch/shovel-knight-showdown,10,7.3
577,Shakedown Hawaii,"May 7, 2019",Switch,75,/game/switch/shakedown-hawaii,40,7.3
578,Pocket Rumble,"July 5, 2018",Switch,75,/game/switch/pocket-rumble,17,7.5
579,Doraemon: Story of Seasons,"October 11, 2019",Switch,75,/game/switch/doraemon-story-of-seasons,35,7.8
580,Black Future '88,"November 21, 2019",Switch,75,/game/switch/black-future-88,10,7.5
581,Bleed,"December 14, 2017",Switch,75,/game/switch/bleed,17,7.3
582,Disney Classic Games: Aladdin and the Lion King,"October 29, 2019",Switch,75,/game/switch/disney-classic-games-aladdin-and-the-lion-king,21,7.0
583,The Flame in the Flood,"October 12, 2017",Switch,75,/game/switch/the-flame-in-the-flood,41,7.4
584,The Stretchers,"November 8, 2019",Switch,75,/game/switch/the-stretchers,19,7.3
585,Broken Sword 5 - The Serpent's Curse,"September 21, 2018",Switch,75,/game/switch/broken-sword-5---the-serpent39s-curse,18,7.7
586,Jurassic World Evolution: Complete Edition,"November 3, 2020",Switch,75,/game/switch/jurassic-world-evolution-complete-edition,21,7.8
587,Super Mario Bros. 35,"October 1, 2020",Switch,75,/game/switch/super-mario-bros-35,73,7.4
588,Overland,"September 19, 2019",Switch,75,/game/switch/overland,6,6.7
589,Pato Box,"July 9, 2018",Switch,74,/game/switch/pato-box,13,7.5
590,Tricky Towers,"October 11, 2018",Switch,74,/game/switch/tricky-towers,10,7.4
591,Aegis Defenders,"February 8, 2018",Switch,74,/game/switch/aegis-defenders,24,7.0
592,Furi,"January 11, 2018",Switch,74,/game/switch/furi,48,7.1
593,Sky Force Reloaded,"February 1, 2018",Switch,74,/game/switch/sky-force-reloaded,24,7.5
594,Angry Video Game Nerd I & II Deluxe,"October 30, 2020",Switch,74,/game/switch/angry-video-game-nerd-i-ii-deluxe,8,8.5
595,Lode Runner Legacy,"March 29, 2018",Switch,74,/game/switch/lode-runner-legacy,6,7.5
596,Portal Knights,"November 22, 2017",Switch,74,/game/switch/portal-knights,47,7.7
597,Darksiders Genesis,"February 14, 2020",Switch,74,/game/switch/darksiders-genesis,32,7.5
598,The Raven Remastered,"January 22, 2019",Switch,74,/game/switch/the-raven-remastered,12,6.5
599,The Room,"October 18, 2018",Switch,74,/game/switch/the-room,13,7.5
